Date,Day,Shift,Emp Name,Weekoff,Emp Id,Emp Designation,Emp Dept
2025-07-07,Monday,I,Shift Emp 8,Tuesday,1026,,Traffic
2025-07-07,Monday,I,Shift Emp 9,Tuesday,1027,,Traffic
2025-07-07,Monday,I,Shift Emp 10,Tuesday,1028,,Traffic
2025-07-07,Monday,I,Shift Emp 11,Tuesday,1029,,Traffic
2025-07-07,Monday,I,Shift Emp 12,Tuesday,1030,,Traffic
2025-07-07,Monday,I,Shift Emp 13,Tuesday,1031,,Traffic
2025-07-07,Monday,I,Shift Emp 14,Tuesday,1032,,Traffic
2025-07-07,Monday,II,Shift Emp 15,Thursday,1033,,Traffic
2025-07-07,Monday,II,Shift Emp 16,Thursday,1034,,Traffic
2025-07-07,Monday,II,Shift Emp 17,Thursday,1035,,Traffic
2025-07-07,Monday,II,Shift Emp 18,Thursday,1036,,Traffic
2025-07-07,Monday,II,Shift Emp 19,Thursday,1037,,Traffic
2025-07-07,Monday,II,Shift Emp 20,Thursday,1038,,Traffic
2025-07-07,Monday,II,Shift Emp 21,Thursday,1039,,Traffic
2025-07-07,Monday,II,Shift Emp 22,Sunday,1040,,Traffic
2025-07-07,Monday,II,Shift Emp 23,Sunday,1041,,Traffic
2025-07-07,Monday,II,Shift Emp 24,Sunday,1042,,Traffic
2025-07-07,Monday,II,Shift Emp 25,Sunday,1043,,Traffic
2025-07-07,Monday,II,Shift Emp 26,Sunday,1044,,Traffic
2025-07-07,Monday,II,Shift Emp 27,Sunday,1045,,Traffic
2025-07-07,Monday,II,Shift Emp 28,Sunday,1046,,Traffic
2025-07-07,Monday,III,Shift Emp 29,Saturday,1047,,Traffic
2025-07-07,Monday,III,Shift Emp 30,Saturday,1048,,Traffic
2025-07-07,Monday,III,Shift Emp 31,Saturday,1049,,Traffic
2025-07-07,Monday,III,Shift Emp 32,Saturday,1050,,Traffic
2025-07-07,Monday,III,Shift Emp 33,Saturday,1051,,Traffic
2025-07-07,Monday,III,Shift Emp 34,Saturday,1052,,Traffic
2025-07-07,Monday,III,Shift Emp 35,Saturday,1053,,Traffic
2025-07-07,Monday,III,Shift Emp 36,Wednesday,1054,,Traffic
2025-07-07,Monday,III,Shift Emp 37,Wednesday,1055,,Traffic
2025-07-07,Monday,III,Shift Emp 38,Wednesday,1056,,Traffic
2025-07-07,Monday,III,Shift Emp 39,Wednesday,1057,,Traffic
2025-07-07,Monday,III,Shift Emp 40,Wednesday,1058,,Traffic
2025-07-07,Monday,III,Shift Emp 41,Wednesday,1059,,Traffic
2025-07-07,Monday,III,Shift Emp 42,Wednesday,1060,,Traffic
2025-07-08,Tuesday,General,General Emp 1,General,1001,HR,IT
2025-07-08,Tuesday,General,General Emp 2,General,1002,Manager,Finance
2025-07-08,Tuesday,General,General Emp 3,General,1003,Senior Manager,HR
2025-07-08,Tuesday,General,General Emp 4,General,1004,Lead,Ops
2025-07-08,Tuesday,General,General Emp 5,General,1005,HR,IT
2025-07-08,Tuesday,General,General Emp 6,General,1006,Manager,Finance
2025-07-08,Tuesday,General,General Emp 7,General,1007,Senior Manager,HR
2025-07-08,Tuesday,General,General Emp 8,General,1008,Lead,Ops
2025-07-08,Tuesday,General,General Emp 9,General,1009,HR,IT
2025-07-08,Tuesday,General,General Emp 10,General,1010,Manager,Finance
2025-07-08,Tuesday,General,General Emp 11,General,1011,Senior Manager,HR
2025-07-08,Tuesday,General,General Emp 12,General,1012,Lead,Ops
2025-07-08,Tuesday,General,General Emp 13,General,1013,HR,IT
2025-07-08,Tuesday,General,General Emp 14,General,1014,Manager,Finance
2025-07-08,Tuesday,General,General Emp 15,General,1015,Senior Manager,HR
2025-07-08,Tuesday,General,General Emp 16,General,1016,Lead,Ops
2025-07-08,Tuesday,General,General Emp 17,General,1017,Senior Manager,HR
2025-07-08,Tuesday,General,General Emp 18,General,1018,Lead,Ops
2025-07-08,Tuesday,I,Shift Emp 1,Friday,1019,,Traffic
2025-07-08,Tuesday,I,Shift Emp 2,Friday,1020,,Traffic
2025-07-08,Tuesday,I,Shift Emp 3,Friday,1021,,Traffic
2025-07-08,Tuesday,I,Shift Emp 4,Friday,1022,,Traffic
2025-07-08,Tuesday,I,Shift Emp 5,Friday,1023,,Traffic
2025-07-08,Tuesday,I,Shift Emp 6,Friday,1024,,Traffic
2025-07-08,Tuesday,I,Shift Emp 7,Friday,1025,,Traffic
2025-07-08,Tuesday,I,Shift Emp 8,Monday,1026,,Traffic
2025-07-08,Tuesday,I,Shift Emp 9,Monday,1027,,Traffic
2025-07-08,Tuesday,I,Shift Emp 10,Monday,1028,,Traffic
2025-07-08,Tuesday,I,Shift Emp 11,Monday,1029,,Traffic
2025-07-08,Tuesday,I,Shift Emp 12,Monday,1030,,Traffic
2025-07-08,Tuesday,I,Shift Emp 13,Monday,1031,,Traffic
2025-07-08,Tuesday,I,Shift Emp 14,Monday,1032,,Traffic
2025-07-08,Tuesday,II,Shift Emp 15,Thursday,1033,,Traffic
2025-07-08,Tuesday,II,Shift Emp 16,Thursday,1034,,Traffic
2025-07-08,Tuesday,II,Shift Emp 17,Thursday,1035,,Traffic
2025-07-08,Tuesday,II,Shift Emp 18,Thursday,1036,,Traffic
2025-07-08,Tuesday,II,Shift Emp 19,Thursday,1037,,Traffic
2025-07-08,Tuesday,II,Shift Emp 20,Thursday,1038,,Traffic
2025-07-08,Tuesday,II,Shift Emp 21,Thursday,1039,,Traffic
2025-07-08,Tuesday,II,Shift Emp 22,Sunday,1040,,Traffic
2025-07-08,Tuesday,II,Shift Emp 23,Sunday,1041,,Traffic
2025-07-08,Tuesday,II,Shift Emp 24,Sunday,1042,,Traffic
2025-07-08,Tuesday,II,Shift Emp 25,Sunday,1043,,Traffic
2025-07-08,Tuesday,II,Shift Emp 26,Sunday,1044,,Traffic
2025-07-08,Tuesday,II,Shift Emp 27,Sunday,1045,,Traffic
2025-07-08,Tuesday,II,Shift Emp 28,Sunday,1046,,Traffic
2025-07-08,Tuesday,III,Shift Emp 29,Saturday,1047,,Traffic
2025-07-08,Tuesday,III,Shift Emp 30,Saturday,1048,,Traffic
2025-07-08,Tuesday,III,Shift Emp 31,Saturday,1049,,Traffic
2025-07-08,Tuesday,III,Shift Emp 32,Saturday,1050,,Traffic
2025-07-08,Tuesday,III,Shift Emp 33,Saturday,1051,,Traffic
2025-07-08,Tuesday,III,Shift Emp 34,Saturday,1052,,Traffic
2025-07-08,Tuesday,III,Shift Emp 35,Saturday,1053,,Traffic
2025-07-08,Tuesday,III,Shift Emp 36,Wednesday,1054,,Traffic
2025-07-08,Tuesday,III,Shift Emp 37,Wednesday,1055,,Traffic
2025-07-08,Tuesday,III,Shift Emp 38,Wednesday,1056,,Traffic
2025-07-08,Tuesday,III,Shift Emp 39,Wednesday,1057,,Traffic
2025-07-08,Tuesday,III,Shift Emp 40,Wednesday,1058,,Traffic
2025-07-08,Tuesday,III,Shift Emp 41,Wednesday,1059,,Traffic
2025-07-08,Tuesday,III,Shift Emp 42,Wednesday,1060,,Traffic
2025-07-09,Wednesday,General,General Emp 1,General,1001,HR,IT
2025-07-09,Wednesday,General,General Emp 2,General,1002,Manager,Finance
2025-07-09,Wednesday,General,General Emp 3,General,1003,Senior Manager,HR
2025-07-09,Wednesday,General,General Emp 4,General,1004,Lead,Ops
2025-07-09,Wednesday,General,General Emp 5,General,1005,HR,IT
2025-07-09,Wednesday,General,General Emp 6,General,1006,Manager,Finance
2025-07-09,Wednesday,General,General Emp 7,General,1007,Senior Manager,HR
2025-07-09,Wednesday,General,General Emp 8,General,1008,Lead,Ops
2025-07-09,Wednesday,General,General Emp 9,General,1009,HR,IT
2025-07-09,Wednesday,General,General Emp 10,General,1010,Manager,Finance
2025-07-09,Wednesday,General,General Emp 11,General,1011,Senior Manager,HR
2025-07-09,Wednesday,General,General Emp 12,General,1012,Lead,Ops
2025-07-09,Wednesday,General,General Emp 13,General,1013,HR,IT
2025-07-09,Wednesday,General,General Emp 14,General,1014,Manager,Finance
2025-07-09,Wednesday,General,General Emp 15,General,1015,Senior Manager,HR
2025-07-09,Wednesday,General,General Emp 16,General,1016,Lead,Ops
2025-07-09,Wednesday,General,General Emp 17,General,1017,Senior Manager,HR
2025-07-09,Wednesday,General,General Emp 18,General,1018,Lead,Ops
2025-07-09,Wednesday,I,Shift Emp 1,Friday,1019,,Traffic
2025-07-09,Wednesday,I,Shift Emp 2,Friday,1020,,Traffic
2025-07-09,Wednesday,I,Shift Emp 3,Friday,1021,,Traffic
2025-07-09,Wednesday,I,Shift Emp 4,Friday,1022,,Traffic
2025-07-09,Wednesday,I,Shift Emp 5,Friday,1023,,Traffic
2025-07-09,Wednesday,I,Shift Emp 6,Friday,1024,,Traffic
2025-07-09,Wednesday,I,Shift Emp 7,Friday,1025,,Traffic
2025-07-09,Wednesday,I,Shift Emp 8,Monday,1026,,Traffic
2025-07-09,Wednesday,I,Shift Emp 9,Monday,1027,,Traffic
2025-07-09,Wednesday,I,Shift Emp 10,Monday,1028,,Traffic
2025-07-09,Wednesday,I,Shift Emp 11,Monday,1029,,Traffic
2025-07-09,Wednesday,I,Shift Emp 12,Monday,1030,,Traffic
2025-07-09,Wednesday,I,Shift Emp 13,Monday,1031,,Traffic
2025-07-09,Wednesday,I,Shift Emp 14,Monday,1032,,Traffic
2025-07-09,Wednesday,II,Shift Emp 15,Thursday,1033,,Traffic
2025-07-09,Wednesday,II,Shift Emp 16,Thursday,1034,,Traffic
2025-07-09,Wednesday,II,Shift Emp 17,Thursday,1035,,Traffic
2025-07-09,Wednesday,II,Shift Emp 18,Thursday,1036,,Traffic
2025-07-09,Wednesday,II,Shift Emp 19,Thursday,1037,,Traffic
2025-07-09,Wednesday,II,Shift Emp 20,Thursday,1038,,Traffic
2025-07-09,Wednesday,II,Shift Emp 21,Thursday,1039,,Traffic
2025-07-09,Wednesday,II,Shift Emp 22,Sunday,1040,,Traffic
2025-07-09,Wednesday,II,Shift Emp 23,Sunday,1041,,Traffic
2025-07-09,Wednesday,II,Shift Emp 24,Sunday,1042,,Traffic
2025-07-09,Wednesday,II,Shift Emp 25,Sunday,1043,,Traffic
2025-07-09,Wednesday,II,Shift Emp 26,Sunday,1044,,Traffic
2025-07-09,Wednesday,II,Shift Emp 27,Sunday,1045,,Traffic
2025-07-09,Wednesday,II,Shift Emp 28,Sunday,1046,,Traffic
2025-07-09,Wednesday,III,Shift Emp 29,Saturday,1047,,Traffic
2025-07-09,Wednesday,III,Shift Emp 30,Saturday,1048,,Traffic
2025-07-09,Wednesday,III,Shift Emp 31,Saturday,1049,,Traffic
2025-07-09,Wednesday,III,Shift Emp 32,Saturday,1050,,Traffic
2025-07-09,Wednesday,III,Shift Emp 33,Saturday,1051,,Traffic
2025-07-09,Wednesday,III,Shift Emp 34,Saturday,1052,,Traffic
2025-07-09,Wednesday,III,Shift Emp 35,Saturday,1053,,Traffic
2025-07-09,Wednesday,III,Shift Emp 36,Tuesday,1054,,Traffic
2025-07-09,Wednesday,III,Shift Emp 37,Tuesday,1055,,Traffic
2025-07-09,Wednesday,III,Shift Emp 38,Tuesday,1056,,Traffic
2025-07-09,Wednesday,III,Shift Emp 39,Tuesday,1057,,Traffic
2025-07-09,Wednesday,III,Shift Emp 40,Tuesday,1058,,Traffic
2025-07-09,Wednesday,III,Shift Emp 41,Tuesday,1059,,Traffic
2025-07-09,Wednesday,III,Shift Emp 42,Tuesday,1060,,Traffic
2025-07-10,Thursday,General,General Emp 1,General,1001,HR,IT
2025-07-10,Thursday,General,General Emp 2,General,1002,Manager,Finance
2025-07-10,Thursday,General,General Emp 3,General,1003,Senior Manager,HR
2025-07-10,Thursday,General,General Emp 4,General,1004,Lead,Ops
2025-07-10,Thursday,General,General Emp 5,General,1005,HR,IT
2025-07-10,Thursday,General,General Emp 6,General,1006,Manager,Finance
2025-07-10,Thursday,General,General Emp 7,General,1007,Senior Manager,HR
2025-07-10,Thursday,General,General Emp 8,General,1008,Lead,Ops
2025-07-10,Thursday,General,General Emp 9,General,1009,HR,IT
2025-07-10,Thursday,General,General Emp 10,General,1010,Manager,Finance
2025-07-10,Thursday,General,General Emp 11,General,1011,Senior Manager,HR
2025-07-10,Thursday,General,General Emp 12,General,1012,Lead,Ops
2025-07-10,Thursday,General,General Emp 13,General,1013,HR,IT
2025-07-10,Thursday,General,General Emp 14,General,1014,Manager,Finance
2025-07-10,Thursday,General,General Emp 15,General,1015,Senior Manager,HR
2025-07-10,Thursday,General,General Emp 16,General,1016,Lead,Ops
2025-07-10,Thursday,General,General Emp 17,General,1017,Senior Manager,HR
2025-07-10,Thursday,General,General Emp 18,General,1018,Lead,Ops
2025-07-10,Thursday,I,Shift Emp 1,Friday,1019,,Traffic
2025-07-10,Thursday,I,Shift Emp 2,Friday,1020,,Traffic
2025-07-10,Thursday,I,Shift Emp 3,Friday,1021,,Traffic
2025-07-10,Thursday,I,Shift Emp 4,Friday,1022,,Traffic
2025-07-10,Thursday,I,Shift Emp 5,Friday,1023,,Traffic
2025-07-10,Thursday,I,Shift Emp 6,Friday,1024,,Traffic
2025-07-10,Thursday,I,Shift Emp 7,Friday,1025,,Traffic
2025-07-10,Thursday,I,Shift Emp 8,Monday,1026,,Traffic
2025-07-10,Thursday,I,Shift Emp 9,Monday,1027,,Traffic
2025-07-10,Thursday,I,Shift Emp 10,Monday,1028,,Traffic
2025-07-10,Thursday,I,Shift Emp 11,Monday,1029,,Traffic
2025-07-10,Thursday,I,Shift Emp 12,Monday,1030,,Traffic
2025-07-10,Thursday,I,Shift Emp 13,Monday,1031,,Traffic
2025-07-10,Thursday,I,Shift Emp 14,Monday,1032,,Traffic
2025-07-10,Thursday,II,Shift Emp 15,Wednesday,1033,,Traffic
2025-07-10,Thursday,II,Shift Emp 16,Wednesday,1034,,Traffic
2025-07-10,Thursday,II,Shift Emp 17,Wednesday,1035,,Traffic
2025-07-10,Thursday,II,Shift Emp 18,Wednesday,1036,,Traffic
2025-07-10,Thursday,II,Shift Emp 19,Wednesday,1037,,Traffic
2025-07-10,Thursday,II,Shift Emp 20,Wednesday,1038,,Traffic
2025-07-10,Thursday,II,Shift Emp 21,Wednesday,1039,,Traffic
2025-07-10,Thursday,II,Shift Emp 22,Sunday,1040,,Traffic
2025-07-10,Thursday,II,Shift Emp 23,Sunday,1041,,Traffic
2025-07-10,Thursday,II,Shift Emp 24,Sunday,1042,,Traffic
2025-07-10,Thursday,II,Shift Emp 25,Sunday,1043,,Traffic
2025-07-10,Thursday,II,Shift Emp 26,Sunday,1044,,Traffic
2025-07-10,Thursday,II,Shift Emp 27,Sunday,1045,,Traffic
2025-07-10,Thursday,II,Shift Emp 28,Sunday,1046,,Traffic
2025-07-10,Thursday,III,Shift Emp 29,Saturday,1047,,Traffic
2025-07-10,Thursday,III,Shift Emp 30,Saturday,1048,,Traffic
2025-07-10,Thursday,III,Shift Emp 31,Saturday,1049,,Traffic
2025-07-10,Thursday,III,Shift Emp 32,Saturday,1050,,Traffic
2025-07-10,Thursday,III,Shift Emp 33,Saturday,1051,,Traffic
2025-07-10,Thursday,III,Shift Emp 34,Saturday,1052,,Traffic
2025-07-10,Thursday,III,Shift Emp 35,Saturday,1053,,Traffic
2025-07-10,Thursday,III,Shift Emp 36,Tuesday,1054,,Traffic
2025-07-10,Thursday,III,Shift Emp 37,Tuesday,1055,,Traffic
2025-07-10,Thursday,III,Shift Emp 38,Tuesday,1056,,Traffic
2025-07-10,Thursday,III,Shift Emp 39,Tuesday,1057,,Traffic
2025-07-10,Thursday,III,Shift Emp 40,Tuesday,1058,,Traffic
2025-07-10,Thursday,III,Shift Emp 41,Tuesday,1059,,Traffic
2025-07-10,Thursday,III,Shift Emp 42,Tuesday,1060,,Traffic
2025-07-11,Friday,General,General Emp 1,General,1001,HR,IT
2025-07-11,Friday,General,General Emp 2,General,1002,Manager,Finance
2025-07-11,Friday,General,General Emp 3,General,1003,Senior Manager,HR
2025-07-11,Friday,General,General Emp 4,General,1004,Lead,Ops
2025-07-11,Friday,General,General Emp 5,General,1005,HR,IT
2025-07-11,Friday,General,General Emp 6,General,1006,Manager,Finance
2025-07-11,Friday,General,General Emp 7,General,1007,Senior Manager,HR
2025-07-11,Friday,General,General Emp 8,General,1008,Lead,Ops
2025-07-11,Friday,General,General Emp 9,General,1009,HR,IT
2025-07-11,Friday,General,General Emp 10,General,1010,Manager,Finance
2025-07-11,Friday,General,General Emp 11,General,1011,Senior Manager,HR
2025-07-11,Friday,General,General Emp 12,General,1012,Lead,Ops
2025-07-11,Friday,General,General Emp 13,General,1013,HR,IT
2025-07-11,Friday,General,General Emp 14,General,1014,Manager,Finance
2025-07-11,Friday,General,General Emp 15,General,1015,Senior Manager,HR
2025-07-11,Friday,General,General Emp 16,General,1016,Lead,Ops
2025-07-11,Friday,General,General Emp 17,General,1017,Senior Manager,HR
2025-07-11,Friday,General,General Emp 18,General,1018,Lead,Ops
2025-07-11,Friday,I,Shift Emp 1,Thursday,1019,,Traffic
2025-07-11,Friday,I,Shift Emp 2,Thursday,1020,,Traffic
2025-07-11,Friday,I,Shift Emp 3,Thursday,1021,,Traffic
2025-07-11,Friday,I,Shift Emp 4,Thursday,1022,,Traffic
2025-07-11,Friday,I,Shift Emp 5,Thursday,1023,,Traffic
2025-07-11,Friday,I,Shift Emp 6,Thursday,1024,,Traffic
2025-07-11,Friday,I,Shift Emp 7,Thursday,1025,,Traffic
2025-07-11,Friday,I,Shift Emp 8,Monday,1026,,Traffic
2025-07-11,Friday,I,Shift Emp 9,Monday,1027,,Traffic
2025-07-11,Friday,I,Shift Emp 10,Monday,1028,,Traffic
2025-07-11,Friday,I,Shift Emp 11,Monday,1029,,Traffic
2025-07-11,Friday,I,Shift Emp 12,Monday,1030,,Traffic
2025-07-11,Friday,I,Shift Emp 13,Monday,1031,,Traffic
2025-07-11,Friday,I,Shift Emp 14,Monday,1032,,Traffic
2025-07-11,Friday,II,Shift Emp 15,Wednesday,1033,,Traffic
2025-07-11,Friday,II,Shift Emp 16,Wednesday,1034,,Traffic
2025-07-11,Friday,II,Shift Emp 17,Wednesday,1035,,Traffic
2025-07-11,Friday,II,Shift Emp 18,Wednesday,1036,,Traffic
2025-07-11,Friday,II,Shift Emp 19,Wednesday,1037,,Traffic
2025-07-11,Friday,II,Shift Emp 20,Wednesday,1038,,Traffic
2025-07-11,Friday,II,Shift Emp 21,Wednesday,1039,,Traffic
2025-07-11,Friday,II,Shift Emp 22,Sunday,1040,,Traffic
2025-07-11,Friday,II,Shift Emp 23,Sunday,1041,,Traffic
2025-07-11,Friday,II,Shift Emp 24,Sunday,1042,,Traffic
2025-07-11,Friday,II,Shift Emp 25,Sunday,1043,,Traffic
2025-07-11,Friday,II,Shift Emp 26,Sunday,1044,,Traffic
2025-07-11,Friday,II,Shift Emp 27,Sunday,1045,,Traffic
2025-07-11,Friday,II,Shift Emp 28,Sunday,1046,,Traffic
2025-07-11,Friday,III,Shift Emp 29,Saturday,1047,,Traffic
2025-07-11,Friday,III,Shift Emp 30,Saturday,1048,,Traffic
2025-07-11,Friday,III,Shift Emp 31,Saturday,1049,,Traffic
2025-07-11,Friday,III,Shift Emp 32,Saturday,1050,,Traffic
2025-07-11,Friday,III,Shift Emp 33,Saturday,1051,,Traffic
2025-07-11,Friday,III,Shift Emp 34,Saturday,1052,,Traffic
2025-07-11,Friday,III,Shift Emp 35,Saturday,1053,,Traffic
2025-07-11,Friday,III,Shift Emp 36,Tuesday,1054,,Traffic
2025-07-11,Friday,III,Shift Emp 37,Tuesday,1055,,Traffic
2025-07-11,Friday,III,Shift Emp 38,Tuesday,1056,,Traffic
2025-07-11,Friday,III,Shift Emp 39,Tuesday,1057,,Traffic
2025-07-11,Friday,III,Shift Emp 40,Tuesday,1058,,Traffic
2025-07-11,Friday,III,Shift Emp 41,Tuesday,1059,,Traffic
2025-07-11,Friday,III,Shift Emp 42,Tuesday,1060,,Traffic
2025-07-12,Saturday,General,General Emp 1,General,1001,HR,IT
2025-07-12,Saturday,General,General Emp 2,General,1002,Manager,Finance
2025-07-12,Saturday,General,General Emp 3,General,1003,Senior Manager,HR
2025-07-12,Saturday,General,General Emp 4,General,1004,Lead,Ops
2025-07-12,Saturday,General,General Emp 5,General,1005,HR,IT
2025-07-12,Saturday,General,General Emp 6,General,1006,Manager,Finance
2025-07-12,Saturday,General,General Emp 7,General,1007,Senior Manager,HR
2025-07-12,Saturday,General,General Emp 8,General,1008,Lead,Ops
2025-07-12,Saturday,General,General Emp 9,General,1009,HR,IT
2025-07-12,Saturday,General,General Emp 10,General,1010,Manager,Finance
2025-07-12,Saturday,General,General Emp 11,General,1011,Senior Manager,HR
2025-07-12,Saturday,General,General Emp 12,General,1012,Lead,Ops
2025-07-12,Saturday,General,General Emp 13,General,1013,HR,IT
2025-07-12,Saturday,General,General Emp 14,General,1014,Manager,Finance
2025-07-12,Saturday,General,General Emp 15,General,1015,Senior Manager,HR
2025-07-12,Saturday,General,General Emp 16,General,1016,Lead,Ops
2025-07-12,Saturday,General,General Emp 17,General,1017,Senior Manager,HR
2025-07-12,Saturday,General,General Emp 18,General,1018,Lead,Ops
2025-07-12,Saturday,I,Shift Emp 1,Thursday,1019,,Traffic
2025-07-12,Saturday,I,Shift Emp 2,Thursday,1020,,Traffic
2025-07-12,Saturday,I,Shift Emp 3,Thursday,1021,,Traffic
2025-07-12,Saturday,I,Shift Emp 4,Thursday,1022,,Traffic
2025-07-12,Saturday,I,Shift Emp 5,Thursday,1023,,Traffic
2025-07-12,Saturday,I,Shift Emp 6,Thursday,1024,,Traffic
2025-07-12,Saturday,I,Shift Emp 7,Thursday,1025,,Traffic
2025-07-12,Saturday,I,Shift Emp 8,Monday,1026,,Traffic
2025-07-12,Saturday,I,Shift Emp 9,Monday,1027,,Traffic
2025-07-12,Saturday,I,Shift Emp 10,Monday,1028,,Traffic
2025-07-12,Saturday,I,Shift Emp 11,Monday,1029,,Traffic
2025-07-12,Saturday,I,Shift Emp 12,Monday,1030,,Traffic
2025-07-12,Saturday,I,Shift Emp 13,Monday,1031,,Traffic
2025-07-12,Saturday,I,Shift Emp 14,Monday,1032,,Traffic
2025-07-12,Saturday,II,Shift Emp 15,Wednesday,1033,,Traffic
2025-07-12,Saturday,II,Shift Emp 16,Wednesday,1034,,Traffic
2025-07-12,Saturday,II,Shift Emp 17,Wednesday,1035,,Traffic
2025-07-12,Saturday,II,Shift Emp 18,Wednesday,1036,,Traffic
2025-07-12,Saturday,II,Shift Emp 19,Wednesday,1037,,Traffic
2025-07-12,Saturday,II,Shift Emp 20,Wednesday,1038,,Traffic
2025-07-12,Saturday,II,Shift Emp 21,Wednesday,1039,,Traffic
2025-07-12,Saturday,II,Shift Emp 22,Sunday,1040,,Traffic
2025-07-12,Saturday,II,Shift Emp 23,Sunday,1041,,Traffic
2025-07-12,Saturday,II,Shift Emp 24,Sunday,1042,,Traffic
2025-07-12,Saturday,II,Shift Emp 25,Sunday,1043,,Traffic
2025-07-12,Saturday,II,Shift Emp 26,Sunday,1044,,Traffic
2025-07-12,Saturday,II,Shift Emp 27,Sunday,1045,,Traffic
2025-07-12,Saturday,II,Shift Emp 28,Sunday,1046,,Traffic
2025-07-12,Saturday,III,Shift Emp 29,Friday,1047,,Traffic
2025-07-12,Saturday,III,Shift Emp 30,Friday,1048,,Traffic
2025-07-12,Saturday,III,Shift Emp 31,Friday,1049,,Traffic
2025-07-12,Saturday,III,Shift Emp 32,Friday,1050,,Traffic
2025-07-12,Saturday,III,Shift Emp 33,Friday,1051,,Traffic
2025-07-12,Saturday,III,Shift Emp 34,Friday,1052,,Traffic
2025-07-12,Saturday,III,Shift Emp 35,Friday,1053,,Traffic
2025-07-12,Saturday,III,Shift Emp 36,Tuesday,1054,,Traffic
2025-07-12,Saturday,III,Shift Emp 37,Tuesday,1055,,Traffic
2025-07-12,Saturday,III,Shift Emp 38,Tuesday,1056,,Traffic
2025-07-12,Saturday,III,Shift Emp 39,Tuesday,1057,,Traffic
2025-07-12,Saturday,III,Shift Emp 40,Tuesday,1058,,Traffic
2025-07-12,Saturday,III,Shift Emp 41,Tuesday,1059,,Traffic
2025-07-12,Saturday,III,Shift Emp 42,Tuesday,1060,,Traffic
2025-07-13,Sunday,General,General Emp 1,General,1001,HR,IT
2025-07-13,Sunday,General,General Emp 2,General,1002,Manager,Finance
2025-07-13,Sunday,General,General Emp 3,General,1003,Senior Manager,HR
2025-07-13,Sunday,General,General Emp 4,General,1004,Lead,Ops
2025-07-13,Sunday,General,General Emp 5,General,1005,HR,IT
2025-07-13,Sunday,General,General Emp 6,General,1006,Manager,Finance
2025-07-13,Sunday,General,General Emp 7,General,1007,Senior Manager,HR
2025-07-13,Sunday,General,General Emp 8,General,1008,Lead,Ops
2025-07-13,Sunday,General,General Emp 9,General,1009,HR,IT
2025-07-13,Sunday,General,General Emp 10,General,1010,Manager,Finance
2025-07-13,Sunday,General,General Emp 11,General,1011,Senior Manager,HR
2025-07-13,Sunday,General,General Emp 12,General,1012,Lead,Ops
2025-07-13,Sunday,General,General Emp 13,General,1013,HR,IT
2025-07-13,Sunday,General,General Emp 14,General,1014,Manager,Finance
2025-07-13,Sunday,General,General Emp 15,General,1015,Senior Manager,HR
2025-07-13,Sunday,General,General Emp 16,General,1016,Lead,Ops
2025-07-13,Sunday,General,General Emp 17,General,1017,Senior Manager,HR
2025-07-13,Sunday,General,General Emp 18,General,1018,Lead,Ops
2025-07-13,Sunday,I,Shift Emp 1,Thursday,1019,,Traffic
2025-07-13,Sunday,I,Shift Emp 2,Thursday,1020,,Traffic
2025-07-13,Sunday,I,Shift Emp 3,Thursday,1021,,Traffic
2025-07-13,Sunday,I,Shift Emp 4,Thursday,1022,,Traffic
2025-07-13,Sunday,I,Shift Emp 5,Thursday,1023,,Traffic
2025-07-13,Sunday,I,Shift Emp 6,Thursday,1024,,Traffic
2025-07-13,Sunday,I,Shift Emp 7,Thursday,1025,,Traffic
2025-07-13,Sunday,I,Shift Emp 8,Monday,1026,,Traffic
2025-07-13,Sunday,I,Shift Emp 9,Monday,1027,,Traffic
2025-07-13,Sunday,I,Shift Emp 10,Monday,1028,,Traffic
2025-07-13,Sunday,I,Shift Emp 11,Monday,1029,,Traffic
2025-07-13,Sunday,I,Shift Emp 12,Monday,1030,,Traffic
2025-07-13,Sunday,I,Shift Emp 13,Monday,1031,,Traffic
2025-07-13,Sunday,I,Shift Emp 14,Monday,1032,,Traffic
2025-07-13,Sunday,II,Shift Emp 15,Wednesday,1033,,Traffic
2025-07-13,Sunday,II,Shift Emp 16,Wednesday,1034,,Traffic
2025-07-13,Sunday,II,Shift Emp 17,Wednesday,1035,,Traffic
2025-07-13,Sunday,II,Shift Emp 18,Wednesday,1036,,Traffic
2025-07-13,Sunday,II,Shift Emp 19,Wednesday,1037,,Traffic
2025-07-13,Sunday,II,Shift Emp 20,Wednesday,1038,,Traffic
2025-07-13,Sunday,II,Shift Emp 21,Wednesday,1039,,Traffic
2025-07-13,Sunday,II,Shift Emp 22,Saturday,1040,,Traffic
2025-07-13,Sunday,II,Shift Emp 23,Saturday,1041,,Traffic
2025-07-13,Sunday,II,Shift Emp 24,Saturday,1042,,Traffic
2025-07-13,Sunday,II,Shift Emp 25,Saturday,1043,,Traffic
2025-07-13,Sunday,II,Shift Emp 26,Saturday,1044,,Traffic
2025-07-13,Sunday,II,Shift Emp 27,Saturday,1045,,Traffic
2025-07-13,Sunday,II,Shift Emp 28,Saturday,1046,,Traffic
2025-07-13,Sunday,III,Shift Emp 29,Friday,1047,,Traffic
2025-07-13,Sunday,III,Shift Emp 30,Friday,1048,,Traffic
2025-07-13,Sunday,III,Shift Emp 31,Friday,1049,,Traffic
